Step,full_blending_py_nn_x_lp_50w,full_blending_py01_nn_xy2_lp_50w,full_blending_py0_nn_xy12_lp_50w,full_blending_p_nn_xy_lp_50w,full_blending_full_nn_none_lp_50w,full_blending_p_nn_xy_lp_50w_ppo
85,0.912614558,0.930161982,0.940427506,0.950199481,0.539439608,0.837648072
86,0.91368546,0.933096822,0.942006064,0.948473938,0.545766941,0.83821402
87,0.918240241,0.93229465,0.944393672,0.947471959,0.546123053,0.839336804
88,0.917465483,0.933807019,0.943100673,0.944646986,0.548298911,0.840001343
89,0.918286871,0.933514732,0.943627804,0.946232842,0.556818155,0.839875733
90,0.918367978,0.937352088,0.942248676,0.949168488,0.557531525,0.840089961
91,0.920767735,0.932589835,0.942096781,0.948876623,0.557828251,0.840438971
92,0.91868999,0.931162201,0.945024162,0.94721017,0.562063376,0.840438949
93,0.922751001,0.931488869,0.944157734,0.950261702,0.562702624,0.840148243
94,0.923212318,0.933430151,0.944337877,0.951525541,0.563622565,0.840072757
95,0.920091308,0.937731653,0.943173935,0.948239442,0.567562485,0.841052389
96,0.920756176,0.938449172,0.94621851,0.9476274,0.572613744,0.842186366
97,0.923740193,0.939385902,0.946130976,0.95057924,0.57448833,0.842912
98,0.92362639,0.941112414,0.947202121,0.950096872,0.57896599,0.844197406
99,0.922077556,0.937983627,0.94662118,0.951490547,0.579790642,0.844917306
100,0.924045416,0.935751255,0.94811508,0.948172248,0.58198065,0.844770962
101,0.924826345,0.936254878,0.94836618,0.94859135,0.582051901,0.845821521
102,0.927855007,0.934714934,0.947171149,0.949901571,0.58069709,0.847053217
103,0.928301319,0.937350954,0.945338827,0.950363815,0.58104439,0.847250594
104,0.926980499,0.93578776,0.944867854,0.948944272,0.583732126,0.848476257
105,0.921833599,0.93693468,0.94575841,0.951915811,0.587435869,0.849823466
106,0.925179067,0.937946281,0.949606432,0.951852047,0.59028247,0.850101263
107,0.927737948,0.938240625,0.949266941,0.949215501,0.590399094,0.850467144
108,0.925650596,0.938886067,0.948086472,0.945846072,0.592159351,0.851510572
109,0.923249074,0.940201635,0.950310139,0.952619148,0.592928144,0.851631779
110,0.925397558,0.943425589,0.951914866,0.949856586,0.593730316,0.853024664
111,0.928321923,0.941570343,0.949353736,0.950165077,0.595326336,0.85303011
112,0.929559962,0.941036969,0.949722365,0.953528598,0.594643414,0.852318297
113,0.928169336,0.939628969,0.94574116,0.954866326,0.598056419,0.855022015
114,0.932672864,0.939771551,0.945118697,0.949702846,0.607162007,0.856393585
115,0.932873721,0.939544245,0.948468352,0.950146018,0.606591448,0.857636682
116,0.933345872,0.939885218,0.946390469,0.949437122,0.608702947,0.857387462
117,0.934406089,0.939873586,0.949632068,0.947573932,0.607856698,0.856864392
118,0.932316261,0.940500753,0.948350824,0.953010121,0.608269503,0.856358291
119,0.931678168,0.941136023,0.94929447,0.951955377,0.61495925,0.856884657
120,0.930791881,0.941010151,0.947224366,0.952334028,0.616844465,0.856699809
121,0.934487756,0.941463288,0.946996152,0.94960487,0.616987607,0.855804075
122,0.934056592,0.942277614,0.945133648,0.949588303,0.617025869,0.855596923
123,0.931951651,0.943878177,0.944857598,0.948101415,0.619649978,0.855585636
124,0.934360802,0.941931419,0.945681932,0.950806762,0.618857897,0.855277287
125,0.934509117,0.944294034,0.947412899,0.948698515,0.619332417,0.854921606
126,0.933224728,0.943087835,0.945534622,0.952322467,0.62070657,0.854477097
127,0.936529471,0.944434318,0.943414371,0.95083405,0.624576709,0.854649233
128,0.93918798,0.944779346,0.943967308,0.951185223,0.625458746,0.855525447
129,0.939669692,0.942609607,0.945211415,0.949715933,0.625255084,0.855335514
130,0.938955056,0.945005421,0.948328493,0.948280999,0.625609267,0.855696265
131,0.934443579,0.944204819,0.949663676,0.944076992,0.627117258,0.856595323
132,0.936343999,0.941034536,0.946435742,0.945905461,0.63169659,0.857560242
133,0.937441033,0.940205938,0.948771569,0.947741611,0.633848279,0.857701609
134,0.934667147,0.941631214,0.948782292,0.945845815,0.631868195,0.857840208
135,0.936966125,0.940736203,0.94888968,0.946724038,0.63120196,0.858534255
136,0.940194463,0.944559798,0.94549035,0.950231864,0.632477497,0.860073948
137,0.938187265,0.946666458,0.945832709,0.953295316,0.633823001,0.861011401
138,0.936452565,0.946750348,0.945234958,0.952065214,0.636405547,0.860570303
139,0.935961958,0.946127366,0.945242279,0.948280305,0.637478403,0.861516491
140,0.93720299,0.948737662,0.946701973,0.947886899,0.635588853,0.861636927
141,0.940514989,0.947758079,0.947641186,0.948017415,0.638987159,0.862597528
142,0.938668828,0.950574923,0.949274579,0.950021138,0.638810971,0.863123398
143,0.94113209,0.946992667,0.948942466,0.945828234,0.638682037,0.863428783
144,0.940108315,0.946618423,0.94990875,0.945148895,0.642245529,0.864106932
145,0.941175914,0.946833638,0.946584517,0.948133284,0.644332865,0.863988652
146,0.939660195,0.946119232,0.948569252,0.953254187,0.643389837,0.864071547
147,0.93912791,0.945732593,0.94872415,0.95315072,0.645962515,0.863792055
148,0.937184604,0.946920348,0.948182487,0.95188544,0.645624259,0.863233758
149,0.938470219,0.946987308,0.951725076,0.950260973,0.644750888,0.862770766
150,0.939185339,0.946728219,0.950636647,0.947165797,0.6433665,0.862852021
151,0.939109848,0.946184545,0.952012372,0.944828345,0.645968719,0.862037756
152,0.937496677,0.945517618,0.951231953,0.946295449,0.64651502,0.862296202
153,0.940750668,0.944898854,0.948965369,0.947007958,0.647510586,0.863025516
154,0.937635092,0.944936504,0.948817735,0.948681559,0.647961909,0.863350777
155,0.935955268,0.946699909,0.950410883,0.951494699,0.655220143,0.863781645
156,0.937024452,0.947857263,0.947377755,0.953652137,0.656230987,0.863178956
157,0.937192086,0.948803399,0.945195033,0.953673962,0.6563361,0.863336326
158,0.939783068,0.9481985,0.947121139,0.95275988,0.660371427,0.864469785
159,0.939926178,0.945873715,0.950247508,0.952681166,0.655036064,0.86519952
160,0.937701413,0.9434301,0.950533089,0.950884001,0.655199655,0.865721317
161,0.94079367,0.948458296,0.951364205,0.955668878,0.653331742,0.866515509
162,0.939481929,0.94823092,0.947859545,0.953806199,0.655713257,0.865548655
163,0.937440741,0.94488784,0.947880557,0.951267673,0.657392418,0.865777097
164,0.942097468,0.946906951,0.95214878,0.950496421,0.661770443,0.865704549
165,0.941928006,0.943260331,0.953105964,0.950882429,0.658690438,0.865752228
166,0.943605656,0.945210246,0.951096793,0.948187872,0.660131392,0.865633641
167,0.943786697,0.944011283,0.947312849,0.948352124,0.66014679,0.86585035
168,0.942973487,0.945450688,0.947951043,0.947214682,0.659071497,0.865476205
169,0.942576442,0.943011993,0.948993747,0.948052992,0.661519432,0.86517441
170,0.941908104,0.944374965,0.942377057,0.94700118,0.660901059,0.865152231
171,0.940783342,0.949649857,0.945678514,0.949012089,0.66219499,0.866340746
172,0.944182519,0.950945127,0.944993201,0.949749325,0.66134922,0.866994861
173,0.945397799,0.948560748,0.949177542,0.953845363,0.662923123,0.866368812
174,0.945232094,0.948333964,0.952630412,0.949892282,0.663611679,0.865997703
175,0.944651487,0.941378989,0.951769997,0.948636248,0.658852297,0.864960123
176,0.943832018,0.944705264,0.947613938,0.952323238,0.660651042,0.865363401
177,0.944352721,0.942880424,0.947911739,0.951292643,0.662981007,0.864774159
178,0.946172069,0.945958966,0.947562981,0.948687202,0.662056923,0.865908137
179,0.939673726,0.944280859,0.947787281,0.946732265,0.665503535,0.86598244
180,0.941524464,0.943555812,0.949374276,0.950725495,0.666125119,0.865726766
181,0.9423603,0.943251224,0.949961448,0.946898154,0.661836817,0.865089535
182,0.943906543,0.948726128,0.948202306,0.944126319,0.667754318,0.865039686
183,0.946990655,0.946574552,0.949654425,0.945709966,0.672018538,0.865868647
184,0.944132746,0.945693054,0.949725231,0.947537706,0.668053642,0.866769427
185,0.94211728,0.944849695,0.948968997,0.949499177,0.670197398,0.867308035
186,0.943460823,0.947935859,0.945730094,0.950890867,0.672015817,0.867415395
187,0.940159412,0.949022645,0.944553686,0.950933337,0.671685363,0.868723265
188,0.938033942,0.946285066,0.949738126,0.950178916,0.668977165,0.868377545
189,0.937886209,0.940794306,0.948151558,0.947374647,0.668722301,0.868152872
190,0.937944884,0.942099072,0.948269844,0.948639431,0.672552255,0.868588924
191,0.935631718,0.943047319,0.947836543,0.952075344,0.670168698,0.868966969
192,0.937798703,0.942962946,0.948084176,0.947937871,0.671662913,0.870562466
193,0.941684389,0.941852005,0.94985724,0.948417491,0.674274052,0.870381666
194,0.941621139,0.947018973,0.950476684,0.946960219,0.675262547,0.870360342
195,0.944408887,0.947218387,0.950431047,0.950613792,0.673837518,0.87166168
196,0.944816143,0.947171512,0.948237072,0.950337703,0.675373572,0.872277697
197,0.944099907,0.952140879,0.94740993,0.948341893,0.673648271,0.871851065
198,0.942317633,0.952306712,0.945823038,0.95082145,0.67530787,0.871864083
199,0.940820439,0.95231632,0.945738146,0.949595545,0.676017808,0.872207851
200,0.937926969,0.950784541,0.94614834,0.950639631,0.677048454,0.872181784
201,0.939195176,0.950257939,0.944946198,0.944948615,0.677269656,0.871299767
202,0.940798833,0.95017139,0.94647672,0.947746842,0.673444706,0.870710309
203,0.941687175,0.948949378,0.950640328,0.945929823,0.675991876,0.870213368
204,0.9429871,0.947503338,0.949067765,0.951548526,0.681010422,0.869579339
205,0.945437801,0.945981951,0.953269566,0.950726275,0.680366121,0.868664951
206,0.945102354,0.948035202,0.955383973,0.950721877,0.679207726,0.86811136
207,0.946156814,0.947539162,0.951879667,0.953731251,0.678622198,0.868531109
208,0.943734377,0.948122263,0.95077932,0.953702329,0.68110917,0.868967453
209,0.945859769,0.951261162,0.955376603,0.954151882,0.682432809,0.869082481
210,0.940318665,0.94708848,0.952934213,0.955113627,0.685722109,0.869894108
211,0.940258853,0.944284735,0.953418802,0.955891229,0.686785145,0.870122719
212,0.941319413,0.941685462,0.955010766,0.950730127,0.684643697,0.869616479
213,0.940996581,0.9456381,0.955362738,0.950999469,0.683882836,0.870272672
214,0.942902121,0.947091982,0.952456617,0.947384243,0.683523353,0.871019019
215,0.945284409,0.947334528,0.949104836,0.949580971,0.682439136,0.870702183
216,0.944045269,0.948640831,0.949011474,0.94599998,0.685612648,0.871331293
217,0.947057671,0.945880927,0.949669877,0.948283801,0.685477685,0.872236718
218,0.945460113,0.949603615,0.945747137,0.950468215,0.685679112,0.872069625
219,0.94440426,0.951363664,0.948353761,0.949465955,0.681576473,0.872014579
220,0.946348119,0.952854668,0.949425177,0.948249301,0.682203888,0.872663794
221,0.946719126,0.952899547,0.946627751,0.949750146,0.682658128,0.872396723
222,0.947666783,0.951791999,0.95037388,0.947475376,0.686164948,0.873307054
223,0.949813923,0.950272137,0.949288185,0.947603928,0.687952674,0.87289498
224,0.946733463,0.950349799,0.948063386,0.9494034,0.68834292,0.873025249
225,0.945502661,0.951717637,0.946876843,0.948286766,0.689122765,0.874623532
226,0.948282461,0.952956336,0.946719654,0.949952152,0.693695291,0.874670919
227,0.948136471,0.951947786,0.947499096,0.950671675,0.689543554,0.874455063
228,0.946759679,0.949614202,0.947838166,0.952485921,0.689224719,0.874229421
229,0.946236592,0.9485667,0.944982001,0.950718444,0.691013007,0.874753633
230,0.943803364,0.94845222,0.944805734,0.952883249,0.691201436,0.874140077
231,0.942441141,0.950508234,0.950538385,0.951147992,0.690187067,0.874933939
232,0.945465855,0.950322465,0.950924322,0.951626809,0.691885152,0.874151126
233,0.944809408,0.94884394,0.94885335,0.949232335,0.693178167,0.874646657
234,0.945707947,0.946377305,0.946137553,0.951761897,0.694204911,0.874199711
235,0.948386717,0.947730436,0.948681965,0.952202333,0.691403878,0.874085003
236,0.948301513,0.947206912,0.949002214,0.951309951,0.688894991,0.873890778
237,0.947347213,0.947563602,0.94731817,0.952642831,0.693798681,0.873245544
238,0.948285598,0.949466646,0.944814664,0.952378444,0.691139135,0.875055661
239,0.949657281,0.95194609,0.947456605,0.953728901,0.69006421,0.873191563
240,0.948141963,0.952663062,0.946372831,0.953249345,0.688964642,0.873466543
241,0.946565917,0.948051475,0.946033983,0.956077371,0.68929364,0.873669425
242,0.948414021,0.948015949,0.948394063,0.951706891,0.690002408,0.874063804
243,0.949386624,0.948101295,0.946373174,0.951668001,0.691478329,0.87309959
244,0.949049868,0.946600723,0.946505414,0.949462884,0.692866626,0.873317526
245,0.949313111,0.945903317,0.950081392,0.94861046,0.692058438,0.873054737
246,0.950817582,0.948804246,0.949773298,0.950437912,0.691388921,0.873165704
247,0.951261342,0.947272005,0.951630664,0.950040539,0.690544335,0.873259569
248,0.950629922,0.944706948,0.950330459,0.948866739,0.691855716,0.872166588
249,0.947873008,0.945675027,0.950780993,0.952200914,0.692997266,0.8736111
250,0.946949514,0.943709243,0.949807912,0.95147159,0.693319974,0.872658633
251,0.946098978,0.947044391,0.950218446,0.953568442,0.692163297,0.87238367
252,0.947851447,0.944636408,0.949461934,0.952228713,0.696816079,0.873057772
253,0.948131357,0.945394232,0.946910195,0.953580626,0.693519456,0.873932235
254,0.945725891,0.950338161,0.946332508,0.95288245,0.694342573,0.87325503
255,0.944533433,0.950447463,0.948489823,0.955139819,0.696814147,0.873358521
256,0.94405436,0.953508713,0.948498891,0.954917195,0.697342136,0.874081899
257,0.944313534,0.953922018,0.954256113,0.952067261,0.699332528,0.873520194
258,0.945218133,0.950538611,0.950499063,0.950715056,0.700577877,0.873255667
259,0.947608758,0.950149157,0.951313405,0.947679856,0.700826867,0.873156822
260,0.946882801,0.947893679,0.955173575,0.949652483,0.695487566,0.873161762
261,0.948935677,0.946592945,0.954781412,0.951465225,0.694537511,0.873384741
262,0.947743057,0.946347616,0.952788039,0.948778673,0.695159017,0.871700669
263,0.94282135,0.948707605,0.952090589,0.949838018,0.696942077,0.872438724
264,0.941286967,0.950615122,0.951271085,0.947724919,0.697869536,0.873797012
265,0.944472161,0.948893771,0.951846372,0.947759311,0.697033577,0.873500595
266,0.945061511,0.948237011,0.955672003,0.949089409,0.698687131,0.873472
267,0.943225768,0.950653529,0.951541346,0.95210082,0.699261533,0.873317368
268,0.946382746,0.948097421,0.948616166,0.954288148,0.701223276,0.873510574
269,0.947136583,0.950044743,0.944704674,0.954338656,0.699870716,0.874778599
270,0.945049416,0.952270556,0.947489711,0.951936137,0.699388492,0.876032836
271,0.945016067,0.954047017,0.949546213,0.952015478,0.699447443,0.875697703
272,0.948061868,0.95430728,0.951312531,0.944399327,0.700656766,0.876268028
273,0.948383475,0.953775179,0.953932929,0.946179375,0.704186802,0.875312466
274,0.947700349,0.953951451,0.951288114,0.946814807,0.702765265,0.875006026
275,0.946665327,0.94961539,0.94923664,0.949598959,0.700701085,0.875734015
276,0.945955778,0.951637234,0.948925473,0.953049909,0.701119792,0.875297888
277,0.947987827,0.95037636,0.947407468,0.952074347,0.703540003,0.876579103
278,0.944959091,0.946630505,0.944521985,0.953977037,0.703865106,0.876903442
279,0.945828282,0.945962276,0.948231576,0.950327751,0.701199178,0.87681228
280,0.947983761,0.947868324,0.947852023,0.947943032,0.702990382,0.876117644
281,0.946128014,0.949327937,0.947640105,0.946485852,0.701351071,0.876129126
282,0.943503553,0.945900248,0.948729502,0.947045224,0.702500038,0.876466031
283,0.947688174,0.945322595,0.949717326,0.948858036,0.701879948,0.875594908
284,0.94981989,0.948560915,0.949820272,0.953598059,0.698828928,0.875657097
285,0.94958546,0.949719666,0.951244089,0.956216381,0.699206466,0.875335437
286,0.950830052,0.950607836,0.953276264,0.953232556,0.703120974,0.875593277
287,0.951253672,0.947385638,0.951164165,0.952334166,0.702436271,0.875620475
288,0.947644974,0.946196251,0.952549482,0.948296745,0.701613159,0.874884746
289,0.948496304,0.946371364,0.949616971,0.948000215,0.702921833,0.874653283
290,0.949579174,0.945490253,0.949892631,0.949973154,0.701664311,0.875793059
291,0.950466575,0.951077028,0.952308811,0.953247162,0.705000883,0.875845604
292,0.947924453,0.951519894,0.952555383,0.950972338,0.707076925,0.876455808
293,0.946589736,0.945834645,0.956432385,0.949468061,0.706831592,0.878190542
294,0.942597345,0.947572944,0.953783801,0.953320126,0.707032438,0.877876707
295,0.943967203,0.947402931,0.952104383,0.951430367,0.704428229,0.876817421
296,0.944345218,0.944772256,0.949984383,0.950559882,0.706001872,0.876928233
297,0.946956783,0.94447973,0.945510132,0.948008881,0.703663626,0.876194452
298,0.946593784,0.945671271,0.946796945,0.94904364,0.70578915,0.876872117
299,0.946015482,0.946242659,0.94929017,0.951245392,0.706112718,0.877381574
300,0.940294029,0.947840388,0.948086936,0.953464507,0.706126454,0.87607025
301,0.94276666,0.946199554,0.94853908,0.953710735,0.708184433,0.875698998
302,0.942827539,0.94581505,0.948188204,0.953855317,0.708384551,0.875888794
303,0.946157559,0.949716696,0.944817885,0.955609112,0.707580346,0.875494094
304,0.946304073,0.951101985,0.945774463,0.949893523,0.706885329,0.876148268
305,0.94633714,0.950957153,0.94849946,0.949471758,0.706333313,0.877287818
306,0.945382626,0.951290688,0.949520848,0.951284882,0.706635558,0.876936358
307,0.941843811,0.950238117,0.950271924,0.952050981,0.707159053,0.876970787
308,0.946059131,0.945000071,0.949188799,0.951534174,0.707444155,0.87602516
309,0.946932707,0.944889376,0.949147379,0.95047995,0.706094386,0.875610002
310,0.947040879,0.949893979,0.950026648,0.95198012,0.705211,0.875955336
311,0.945728869,0.949629633,0.947392722,0.950768978,0.705995844,0.875970222
312,0.944575958,0.948450244,0.946962419,0.951704802,0.704770144,0.875461421
313,0.94506038,0.946569708,0.951312269,0.951490471,0.702167021,0.875430812
314,0.949626231,0.948948741,0.951566978,0.951172502,0.705459092,0.874281842
315,0.946881882,0.949513625,0.949154482,0.950886545,0.704063655,0.872819272
316,0.950983594,0.949135762,0.951159268,0.953102306,0.70434128,0.873542673
317,0.950070702,0.949582926,0.951243988,0.951716102,0.702353008,0.873931005
318,0.94787236,0.948044785,0.951271998,0.951281088,0.700729842,0.875056785
319,0.949809925,0.947678665,0.952013077,0.949835064,0.702108183,0.874786666
320,0.946576693,0.950001723,0.949566886,0.951860126,0.701376715,0.87539915
321,0.946277789,0.949757109,0.949131971,0.949625026,0.704080759,0.876337023
322,0.946602394,0.946574461,0.949552421,0.949787763,0.702015665,0.876356464
323,0.948226578,0.949721671,0.947185719,0.94918747,0.704652093,0.876234903
324,0.948423937,0.949140451,0.952546735,0.948084348,0.706389154,0.877923527
325,0.95015718,0.945730771,0.951778866,0.948116982,0.706095607,0.878655147
326,0.94618309,0.946912325,0.953263781,0.947354948,0.706546485,0.877464807
327,0.946119826,0.946021286,0.951690711,0.94941124,0.707570118,0.878526559
328,0.946181183,0.945294403,0.9482252,0.951217186,0.706134675,0.877977448
329,0.945726397,0.946398939,0.949681072,0.953820563,0.705705657,0.878354271
330,0.946519964,0.946147067,0.950954538,0.953047113,0.709048599,0.877832332
331,0.944876236,0.951752262,0.951483048,0.951605972,0.705623531,0.877124439
332,0.945228348,0.948968494,0.952855651,0.951807943,0.709501658,0.877199327
333,0.948974091,0.949783635,0.954582139,0.953147183,0.70827125,0.877918802
334,0.950560295,0.947079213,0.950792964,0.952608979,0.708812066,0.876390368
335,0.952074132,0.948247412,0.949610782,0.951513998,0.707237363,0.877301267
336,0.949348293,0.952191416,0.947182157,0.949503058,0.71129076,0.878055008
337,0.94532276,0.949351443,0.945944411,0.950963378,0.714108982,0.876619365
338,0.947131981,0.949606357,0.949159151,0.948540898,0.713223035,0.876842218
339,0.947631771,0.951682301,0.951404297,0.949325057,0.714923284,0.875585099
340,0.947119106,0.949823487,0.949031027,0.953103016,0.713077266,0.875336666
341,0.947198235,0.950131163,0.951684841,0.954167655,0.713984615,0.875553893
342,0.946182737,0.949203699,0.949238716,0.954413756,0.714845492,0.875024144
343,0.948696504,0.950023624,0.948166701,0.95383524,0.71428,0.874112393
344,0.949233092,0.947479827,0.948005391,0.953032108,0.712678754,0.874248083
345,0.948901329,0.949990833,0.948157467,0.951557306,0.714182113,0.873710783
346,0.949794508,0.954747781,0.950860136,0.951504521,0.712887026,0.873340104
347,0.945731425,0.952363006,0.951961067,0.951822901,0.711545957,0.873969973
348,0.9509583,0.952171264,0.953739267,0.950842974,0.710521848,0.874666856
349,0.948608835,0.952376053,0.952471266,0.946678298,0.711851297,0.874859354
350,0.944086792,0.954427397,0.952849277,0.948339353,0.70916804,0.874755445
351,0.944948585,0.955119512,0.951847355,0.94918455,0.711169995,0.875128646
352,0.944082784,0.952385774,0.952331409,0.948516897,0.711962574,0.875165769
353,0.945149765,0.94984166,0.953778599,0.949773515,0.715121221,0.875040044
354,0.944440047,0.952074578,0.950401422,0.948350777,0.716006805,0.875437953
355,0.946052914,0.950659915,0.951233966,0.949663653,0.713386577,0.87540112
356,0.948009391,0.951658597,0.950955538,0.951718195,0.710976173,0.875738623
357,0.951956811,0.949826425,0.948809937,0.950243558,0.708799379,0.874375041
358,0.953473803,0.947593557,0.952511124,0.951185456,0.710900528,0.873173904
359,0.952739239,0.944870653,0.951634898,0.949444883,0.710381369,0.873896688
360,0.954206685,0.949237836,0.950520585,0.955025039,0.710904304,0.874335479
